time,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:cleanerBackLog,Cleaning:fileDeletionBacklog,Cleaning:lastKnownUtilization,Cleaning:lnSizeCorrectionFactor,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerProbeRuns,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nToBeCleanedLNsProcessed,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:nBinDeltaDeleteOps,Op:nBinDeltaGetOps,Op:nBinDeltaInsertOps,Op:nBinDeltaUpdateOps,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2015-05-04 00:50:23.241 UTC,125,3157213,696,11360,0,0,0,0,0.0,0,0,0,0,0,0,0,3,3,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,1,369,369,1,0,2,4,0,0,46,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430700622478,3145728,0,0,0,0,2,1,2,2,2,0,0,3,3,0,0,0,0,0,0,0,38,1,0,0,2048,1,956,2,0,0,0,0,0,0,0,0,24456960,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-04 00:50:23.470 UTC,589,3176197,1288,29880,0,0,13,0,0.0,0,0,0,0,0,0,0,5,5,0,0,0,1,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,1,369,369,0,0,0,0,0,0,46,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430700622478,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31470608,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-04 00:50:53.329 UTC,125,3159269,1160,13416,0,0,17,3,0.1764706,0,0,0,0,0,0,0,3,3,2,0,2,1,5,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,26610,2,0,25447,0,0,0,0,0,0,36,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430700652894,3145728,0,0,0,13,0,0,0,2,0,0,0,3,0,0,0,0,13,0,2048,1,0,0,0,0,110592,24,0,0,0,0,0,0,0,0,0,0,25099208,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-04 00:50:53.494 UTC,589,3175725,1288,29408,0,0,108,2,0.018518519,0,0,0,0,0,0,0,5,5,0,0,2,1,9,0,74,6,0,0,0,0,0,0,0,0,0,0,0,0,0,26610,2,0,25447,0,0,0,0,0,0,36,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430700652894,3145728,0,0,0,10,0,0,0,1,0,0,0,3,0,0,0,0,10,1,0,0,0,0,0,1,30863,12,0,0,0,0,0,0,0,0,0,0,32741048,3,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-04 00:52:00.099 UTC,125,3158045,928,12192,0,0,14,3,0.21428572,0,0,0,0,0,0,0,3,3,2,0,2,1,5,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,31770,3,0,31158,0,0,0,0,0,0,31,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430700719643,3145728,0,0,0,12,0,0,0,2,0,0,0,3,0,0,0,0,12,0,2048,1,0,0,0,0,108544,23,0,0,0,0,0,0,0,0,0,0,25095864,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-04 00:52:00.275 UTC,589,3175749,1288,29432,0,0,108,2,0.018518519,0,0,0,0,0,0,0,5,5,0,0,2,1,9,0,74,7,0,0,0,0,0,0,0,0,0,0,0,0,0,31770,3,0,31158,0,0,0,0,0,0,31,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430700719643,3145728,0,0,0,11,0,0,0,1,0,0,0,3,0,0,0,0,11,1,0,0,0,0,0,1,32911,13,0,0,0,0,0,0,0,0,0,0,32740168,5,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-04 00:52:00.334 UTC,125,3158149,928,12216,80,0,15,3,0.2,0,0,0,0,0,0,0,3,3,2,0,2,1,5,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,37062,4,0,36318,0,0,0,0,0,0,27,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430700720286,3145728,0,0,0,12,0,0,0,2,0,0,0,3,0,0,0,0,12,0,2048,1,0,0,0,0,116736,24,0,0,0,0,0,0,0,0,1,9,16485032,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-04 00:52:17.229 UTC,125,3158069,928,12216,0,0,14,3,0.21428572,0,0,0,0,0,0,0,3,3,2,0,2,1,5,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,37062,4,0,36318,0,0,0,0,0,0,27,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430700736799,3145728,0,0,0,12,0,0,0,2,0,0,0,3,0,0,0,0,12,0,2048,1,0,0,0,0,116736,24,0,0,0,0,0,0,0,0,0,0,25799504,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-04 00:52:17.416 UTC,589,3175773,1288,29456,0,0,108,2,0.018518519,0,0,0,0,0,0,0,5,5,0,0,2,1,9,0,74,7,0,0,0,0,0,0,0,0,0,0,0,0,0,37062,4,0,36318,0,0,0,0,0,0,27,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430700736799,3145728,0,0,0,11,0,0,0,1,0,0,0,3,0,0,0,0,11,1,0,0,0,0,0,1,32911,13,0,0,0,0,0,0,0,0,0,0,32775288,5,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-04 00:52:17.489 UTC,125,3158173,928,12320,0,1,14,3,0.21428572,0,0,0,0,0,0,0,3,3,2,1,2,1,5,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,42218,5,0,41610,0,0,0,0,0,0,24,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430700737430,3145728,0,0,0,13,0,0,0,2,0,0,0,3,0,0,0,0,13,0,2048,1,0,0,0,0,126976,26,0,0,0,0,0,0,0,0,1,11,16498432,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-04 00:52:39.861 UTC,125,3158173,928,12320,0,1,14,3,0.21428572,0,0,0,0,0,0,0,3,3,2,1,2,1,5,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,42218,5,0,41610,0,0,0,0,0,0,24,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430700759388,3145728,0,0,0,13,0,0,0,2,0,0,0,3,0,0,0,0,13,0,2048,1,0,0,0,0,126976,26,0,0,0,0,0,0,0,0,0,0,25787256,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-04 00:53:21.024 UTC,125,3158173,928,12320,0,1,14,3,0.21428572,0,0,0,0,0,0,0,3,3,2,1,2,1,5,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,42218,5,0,41610,0,0,0,0,0,0,24,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430700800538,3145728,0,0,0,13,0,0,0,2,0,0,0,3,0,0,0,0,13,0,2048,1,0,0,0,0,126976,26,0,0,0,0,0,0,0,0,0,0,25774328,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-04 01:00:06.384 UTC,125,3158173,928,12320,0,1,14,3,0.21428572,0,0,0,0,0,0,0,3,3,2,1,2,1,5,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,42218,5,0,41610,0,0,0,0,0,0,24,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430701205927,3145728,0,0,0,13,0,0,0,2,0,0,0,3,0,0,0,0,13,0,2048,1,0,0,0,0,126976,26,0,0,0,0,0,0,0,0,0,0,25129528,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-04 01:00:06.531 UTC,125,3172269,1288,26416,0,0,7,1,0.14285715,0,0,0,0,0,0,0,4,4,0,0,2,1,7,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,42218,5,0,41610,0,0,0,0,0,0,24,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430701205927,3145728,0,0,0,8,0,0,0,1,0,0,0,3,0,0,0,0,8,1,0,0,0,0,0,1,26767,10,0,0,0,0,0,0,0,0,0,0,31433992,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-04 01:00:06.574 UTC,125,3158173,928,12320,0,1,14,3,0.21428572,0,0,0,0,0,0,0,3,3,2,1,2,1,5,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,42218,5,0,41610,0,0,0,0,0,0,24,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430701206535,3145728,0,0,0,13,0,0,0,2,0,0,0,3,0,0,0,0,13,0,2048,1,0,0,0,0,126976,26,0,0,0,0,0,0,0,0,1,11,18418464,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-04 01:00:55.417 UTC,125,3158173,928,12320,0,1,14,3,0.21428572,0,0,0,0,0,0,0,3,3,2,1,2,1,5,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,42218,5,0,41610,0,0,0,0,0,0,24,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430701254995,3145728,0,0,0,13,0,0,0,2,0,0,0,3,0,0,0,0,13,0,2048,1,0,0,0,0,126976,26,0,0,0,0,0,0,0,0,0,0,25845640,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-04 01:00:56.118 UTC,589,3394469,1392,248152,0,0,4856,1,2.059308E-4,0,0,0,0,0,0,0,24,5,0,0,13,1,7,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,42218,5,0,41610,0,0,0,0,0,0,24,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430701254995,3145728,0,0,0,8,0,0,0,1,0,0,0,3,0,0,0,0,8,1,0,0,0,0,0,1,26767,10,0,0,0,0,0,0,0,0,1,8,15267736,3,0,0,0,0,0,0,2436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2411,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-04 01:00:56.171 UTC,125,3171181,1160,25216,112,0,17,4,0.23529412,0,0,0,0,0,0,0,4,4,2,0,2,1,7,0,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,181466,6,0,177398,0,0,0,0,0,0,63,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430701256128,3145728,0,0,0,17,0,0,0,3,0,0,0,3,0,0,0,0,17,1,2048,1,0,0,0,1,284815,49,0,0,0,0,0,0,0,0,1,8,22671568,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-04 01:00:56.181 UTC,125,3177669,1392,31816,0,0,5,1,0.2,0,0,0,0,0,0,0,5,5,0,0,3,1,9,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,181466,6,0,177398,0,0,0,0,0,0,63,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430701256128,3145728,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,6,1,0,0,0,0,0,0,12288,6,0,0,0,0,0,0,0,0,0,0,22671568,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-04 01:01:18.613 UTC,125,3158117,928,12264,0,0,14,3,0.21428572,0,0,0,0,0,0,0,3,3,2,0,2,1,5,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,181466,6,0,177398,0,0,0,0,0,0,63,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430701278093,3145728,0,0,0,12,0,0,0,2,0,0,0,3,0,0,0,0,12,0,2048,1,0,0,0,0,264192,42,0,0,0,0,0,0,0,0,0,0,26040752,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-04 01:01:18.872 UTC,125,3179757,1392,33904,0,0,8,2,0.25,0,0,0,0,0,0,0,5,5,0,0,2,1,9,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,181466,6,0,177398,0,0,0,0,0,0,63,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430701278093,3145728,0,0,0,11,0,0,0,1,0,0,0,3,0,0,0,0,11,1,0,0,0,0,0,2,35071,14,0,0,0,0,0,0,0,0,0,0,32312208,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-04 01:01:52.333 UTC,125,3158117,928,12264,0,0,14,3,0.21428572,0,0,0,0,0,0,0,3,3,2,0,2,1,5,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,181466,6,0,177398,0,0,0,0,0,0,63,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430701311883,3145728,0,0,0,12,0,0,0,2,0,0,0,3,0,0,0,0,12,0,2048,1,0,0,0,0,264192,42,0,0,0,0,0,0,0,0,0,0,26041720,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-04 01:01:52.449 UTC,125,3179757,1392,33904,0,0,8,2,0.25,0,0,0,0,0,0,0,5,5,0,0,2,1,9,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,181466,6,0,177398,0,0,0,0,0,0,63,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430701311883,3145728,0,0,0,11,0,0,0,1,0,0,0,3,0,0,0,0,11,1,0,0,0,0,0,2,35071,14,0,0,0,0,0,0,0,0,0,0,32313104,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-04 01:02:51.797 UTC,125,3158117,928,12264,0,0,14,3,0.21428572,0,0,0,0,0,0,0,3,3,2,0,2,1,5,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,181466,6,0,177398,0,0,0,0,0,0,63,NaN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1430701371318,3145728,0,0,0,12,0,0,0,2,0,0,0,3,0,0,0,0,12,0,2048,1,0,0,0,0,264192,42,0,0,0,0,0,0,0,0,0,0,26045760,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-04 01:03:51.803 UTC,12903,3402895,2224,243944,320,0,39389,22,5.5853155E-4,0,0,0,0,0,0,0,25,6,0,0,15,20,10,0,25364,111,0,0,0,0,0,0,0,0,0,0,0,0,0,309238832273,42,20044881,309238820160,36,4,745,942,0,0,1,NaN,0,0,0,5,70,100224,0,72,0,434,12,422,605,84185,87092,16,0,0,87045,11904,0,0,0,0,0,0,0,0,1430701371318,3145728,0,0,0,84,36,871,36,221,36,0,0,3,109,0,0,0,136,3,1685504,133,63622196,137,0,18,717118418,11129,670211710,713,0,0,0,0,0,0,170,460,251990928,4,0,0,0,0,0,0,136154,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11358,0,0,0,0,11359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-04 01:04:51.808 UTC,714,3455202,1496,308440,320,0,18107,0,0.0,0,0,0,0,0,0,0,25,6,0,0,15,21,9,0,10985,74,0,0,0,0,0,0,0,0,0,0,0,0,0,609888225435,77,20016155,609888167471,35,1,736,929,0,0,2,NaN,1,0,1,0,71,90637,0,69,0,838,104,734,66,81912,84761,25,0,0,84644,4792,0,0,0,0,0,0,0,0,1430701371318,3145728,0,0,0,62,35,846,35,206,35,0,0,3,104,0,0,0,74,0,2074624,147,47576967,122,0,0,685480960,4532,637598733,696,0,0,0,0,0,0,138,526,227883576,5,0,0,0,0,0,0,105384,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4332,0,0,0,0,4332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-04 01:05:51.813 UTC,1386,3503250,1600,355816,320,0,19919,0,0.0,0,0,0,0,0,0,0,25,6,0,0,15,20,10,0,12036,94,0,0,0,0,0,0,0,0,0,0,0,0,0,1005025925290,123,20012196,1005025867371,46,0,1150,1426,0,0,2,NaN,0,0,0,0,92,118125,0,93,0,1426,0,1426,0,107732,111412,0,0,0,111228,5010,0,0,0,0,0,0,0,0,1430701371318,3145728,0,0,0,94,46,1155,46,280,46,0,0,3,139,0,0,0,94,2,2264064,196,63741062,161,0,0,923139072,4692,854556495,971,0,0,0,0,0,0,128,534,166895928,4,0,0,0,0,0,0,133534,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4424,0,0,0,0,4424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-04 01:06:51.818 UTC,714,3544034,1496,397272,320,0,18539,0,0.0,0,0,0,0,0,0,0,25,6,0,0,15,21,9,0,11028,96,0,0,0,0,0,0,0,0,0,0,0,0,0,1425933343978,172,20010683,1425933286046,49,0,1225,1519,0,0,3,NaN,0,0,0,0,98,124906,0,97,0,1519,0,1519,0,114758,118678,0,0,0,118482,4416,0,0,0,0,0,0,0,0,1430701371318,3145728,0,0,0,96,49,1194,49,290,49,0,0,3,146,0,0,0,96,0,3161088,203,63909746,166,0,0,961642496,4075,895178406,1006,0,0,0,0,0,0,106,558,564728088,2,0,0,0,0,0,0,138675,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3821,0,0,0,0,3821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05-04 01:07:51.826 UTC,714,3576162,1496,429400,320,0,15419,0,0.0,0,0,0,0,0,0,0,25,6,0,0,15,21,9,0,9086,88,0,0,0,0,0,0,0,0,0,0,0,0,0,1803890947855,216,20009928,1803890889922,44,0,1100,1364,0,0,3,NaN,0,0,0,0,88,111745,0,88,0,1364,0,1364,0,103048,106568,0,0,0,106392,3549,0,0,0,0,0,0,0,0,1430701371318,3145728,0,0,0,88,44,1083,44,264,44,0,0,3,132,0,0,0,88,0,630784,176,57138722,151,0,0,873467904,3245,812914114,968,0,0,0,0,1,66,101,568,320669728,3,0,0,0,0,0,0,122884,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3021,0,0,0,0,3021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
